NCBI GeneID,Transcript Accession,Transcript_length
6731407,XM_016178714.3,1984
6731409,XM_002078525.4,2678
6731410,XM_002078526.4,2094
6731411,XM_016178711.3,1250
6731412,XM_016178710.2,1323
6731412,XM_016178709.2,1339
6731416,XM_002078532.4,1212
6731416,XM_016179728.2,1302
6731418,XM_016178707.3,1660
6731419,XM_002078535.4,672
6731420,XM_002078536.4,1446
6731422,XM_016178705.3,1871
6731423,XM_002078539.4,1007
6731424,XM_016178704.3,1022
6731425,XM_002078541.4,2833
6731425,XM_016179729.3,2690
6731426,XM_016178702.3,1281
6731426,XM_016178703.3,1291
6731427,XM_002078543.4,573
6731428,XM_016179736.3,5137
6731428,XM_016179737.3,5080
6731428,XM_016179733.3,5113
6731428,XM_016179731.3,5056
6731428,XM_016179735.3,5429
6731428,XM_016179730.3,5254
6731429,XM_002078545.4,725
6731431,XM_016179738.3,10285
6731432,XM_016178701.2,16197
6731433,XM_002078548.4,999
6731434,XM_002078549.4,1886
6731436,XM_039291851.2,8082
6731436,XM_039291882.2,2120
6731436,XM_039291883.2,2059
6731436,XM_016179746.3,8136
6731436,XM_039291845.2,8250
6731436,XM_039291847.2,8262
6731436,XM_039291869.2,7958
6731436,XM_039291876.2,3359
6731436,XM_039291862.2,7920
6731436,XM_039291886.2,7120
6731436,XM_039291848.2,8149
6731436,XM_016179744.3,8221
6731436,XM_039291873.2,8007
6731437,XM_016178699.3,5821
6731438,XM_002078553.4,1485
6731439,XM_016178698.2,1191
6731440,XM_016179751.3,2929
6731441,XM_044923245.1,6534
6731441,XM_039291646.2,6647
6731441,XM_044923251.1,6490
6731441,XM_044923238.1,6535
6731441,XM_044923260.1,6583
6731441,XM_016178692.3,6648
6731445,XM_016179754.3,3204
6731445,XM_016179753.3,3514
6731446,XM_002078561.4,1883
6731447,XM_002078562.4,536
6731448,XM_039291620.2,9766
6731448,XM_039291628.2,9613
6731448,XM_039291633.2,9517
6731448,XM_039291637.2,9364
6731448,XM_039291640.2,9328
6731448,XM_039291622.2,9718
6731448,XM_039291629.2,9565
6731448,XM_016179772.3,9757
6731448,XM_016179758.3,9355
6731448,XM_039291623.2,9709
6731448,XM_016179764.3,9700
6731448,XM_039291630.2,9535
6731448,XM_016179761.3,9478
6731448,XM_016179760.3,9325
6731448,XM_039291634.2,9478
6731448,XM_016179766.3,9469
6731448,XM_016179770.3,9268
6731448,XM_044923220.1,9222
6731448,XM_044923223.1,9126
6731448,XM_039291645.2,9009
6731448,XM_044923213.1,10005
6731448,XM_044923226.1,8706
6731449,XM_002078564.4,518
6731450,XM_002078565.4,3606
6731450,XM_039291795.2,3642
6731450,XM_016178688.3,3621
6731450,XM_039291800.2,3633
6731450,XM_039291793.2,3669
6731451,XM_002078566.4,1369
6731452,XM_002078567.4,1566
6731452,XM_016179774.3,1501
6731452,XM_016179773.3,1496
6731453,XM_016178687.2,2380
6731454,XM_002078569.4,4471
6731454,XM_039291814.2,4420
6731456,XM_002078571.3,551
6731457,XM_016178685.3,889
6731457,XM_016178684.3,806
6731458,XM_044923656.1,743
6731458,XM_002078573.3,745
6731459,XM_002078574.4,802
6731460,XM_002078575.4,950
6731461,XM_002078576.4,872
6731462,XM_016178683.3,1852
6731462,XM_016178682.3,1833
6731463,XM_016178679.3,5171
6731463,XM_016178681.3,5276
6731463,XM_016178676.3,5471
6731463,XM_016178678.3,5351
6731463,XM_016178671.3,5498
6731463,XM_044923298.1,5573
6731463,XM_016178673.3,5267
6731463,XM_016178677.3,5189
6731463,XM_016178674.3,5294
6731463,XM_016178669.3,5369
6731463,XM_016178675.3,5516
6731463,XM_044923305.1,5564
6731463,XM_044923318.1,5486
6731463,XM_044923326.1,5444
6731463,XM_044923289.1,5591
6731463,XM_016178672.3,5294
6731463,XM_044923292.1,5479
6731466,XM_002078581.4,1191
6731467,XM_016178662.3,3180
6731467,XM_039291685.2,4882
6731467,XM_016178657.3,3044
6731467,XM_039291680.2,4745
6731467,XM_016178664.3,5130
6731467,XM_016178656.3,5491
6731467,XM_016178649.3,4983
6731467,XM_039291671.2,5041
6731467,XM_016178661.3,5173
6731467,XM_016178652.3,5139
6731467,XM_016178665.3,5079
6731467,XM_039291664.2,5145
6731467,XM_016178658.3,4772
6731467,XM_016178651.3,4976
6731467,XM_044922452.1,4934
6731467,XM_016178666.3,5237
6731467,XM_016178650.3,4963
6731467,XM_016178659.3,5134
6731467,XM_016178660.3,5131
6731467,XM_016178654.3,5027
6731467,XM_039291715.2,2554
6731469,XM_016178645.3,3566
6731469,XM_016178646.3,3881
6731469,XM_016178648.3,3182
6731469,XM_016178644.3,3185
6731469,XM_016178647.3,2834
6731471,XM_002078584.4,1359
6731472,XM_016179777.2,1691
6731472,XM_016179778.2,1579
6731473,XM_002078586.4,1148
6731474,XM_002078587.4,1270
6731475,XM_002078588.4,1418
6731476,XM_002078589.3,1411
6731477,XM_016179779.3,4994
6731478,XM_016178641.3,2549
6731478,XM_016178640.3,2137
6731479,XM_002078592.4,784
6731480,XM_016178639.3,1236
6731481,XM_039291991.2,869
6731481,XM_016179780.3,874
6731482,XM_002078595.4,1642
6731483,XM_016179781.3,3657
6731483,XM_039293523.2,3604
6731483,XM_039293530.2,3587
6731484,XM_016179782.3,1236
6731485,XM_039291068.2,1530
6731485,XM_002078598.4,1613
6731485,XM_039291067.2,1556
6731489,XM_016178637.3,4527
6731489,XM_016178638.3,4542
6731489,XM_044923894.1,4478
6731490,XM_002078603.4,710
6731491,XM_002078604.4,678
6731491,XM_039291069.2,586
6731492,XM_016179785.3,2783
6731492,XM_016179784.3,2716
6731492,XM_016179786.3,2375
6731492,XM_002078605.4,2441
6731493,XM_016179788.3,1452
6731494,XM_002078607.4,1137
6731495,XM_002078608.3,1249
6731496,XM_002078609.4,1038
6731497,XM_016178635.3,3191
6731498,XM_016178633.3,840
6731499,XM_002078612.4,737
6731500,XM_002078613.4,397
6731501,XM_016179789.3,2470
6731501,XM_016179793.3,2461
6731501,XM_016179791.3,2458
6731501,XM_016179792.3,2591
6731502,XM_002078615.4,2296
6731506,XM_002078618.4,455
6731507,XM_002078619.3,428
6731508,XM_002078620.4,1085
6731509,XM_002078621.4,1317
6731510,XM_002078622.4,1266
6731511,XM_016178632.3,1602
6731513,XM_016179796.3,3795
6731514,XM_002078626.4,2601
6731516,XM_016179798.2,3329
6731516,XM_016179797.2,3070
6731516,XM_016179800.3,1954
6731516,XM_016179799.3,3373
6731517,XM_016178629.3,1734
6731518,XM_002078630.4,3325
6731519,XM_002078631.4,622
6731520,XM_002078632.4,3914
6731521,XM_016179802.3,3570
6731522,XM_039292163.2,3561
6731522,XM_039292167.2,3227
6731523,XM_016178626.3,1648
6731524,XM_002078636.4,2151
6731526,XM_002078638.4,794
6731528,XM_016179804.3,5119
6731528,XM_016179803.3,5226
6731529,XM_016179805.3,1606
6731530,XM_002078641.4,1648
6731531,XM_016178624.3,1303
6731531,XM_016178621.3,1305
6731531,XM_016178620.3,1382
6731532,XM_002078643.3,2308
6731533,XM_002078644.4,2536
6731534,XM_002078645.4,1505
6731535,XM_002078646.4,686
6731537,XM_002078648.4,2342
6731541,XM_016179808.3,1881
6731542,XM_039298595.2,3824
6731542,XM_039298596.2,3806
6731542,XM_039298597.2,3714
6731542,XR_005545113.2,3782
6731542,XR_005545111.2,3786
6731542,XR_005545112.2,3773
6731546,XM_039298594.2,3292
6731547,XM_002078656.4,1926
6731549,XM_016178617.3,3552
6731554,XM_002078659.3,787
6731555,XM_016178613.3,3857
6731555,XM_016178614.3,3433
6731555,XM_016178615.3,2744
6731556,XM_002078661.2,1784
6731557,XM_016178610.3,3283
6731557,XM_016178609.3,4009
6731557,XM_016178612.3,3092
6731559,XM_002078664.4,924
6731560,XM_002078665.4,3105
6731562,XM_016178608.3,2982
6731563,XM_016178607.3,3079
6731564,XM_002078669.4,3185
6731565,XM_039292516.2,3977
6731569,XM_016179812.3,1485
6731570,XM_002078675.4,799
6731571,XM_002078676.4,922
6731572,XM_002078677.4,807
6731573,XM_002078678.4,932
6731574,XM_002078679.4,386
6731576,XM_039295938.2,6574
6731576,XM_039295893.2,6658
6731576,XM_016179828.3,6300
6731576,XM_016179824.3,5775
6731576,XM_016179814.3,5742
6731576,XM_016179818.3,5675
6731576,XM_044922400.1,5058
6731576,XM_016179816.3,6749
6731576,XM_039295990.2,6065
6731576,XM_039295962.2,6224
6731576,XM_039295907.2,6658
6731576,XM_039296022.1,5575
6731577,XM_016179829.3,1241
6731578,XM_002078683.3,1772
6731580,XM_002078685.4,893
6731580,XR_005545106.2,668
6731581,XM_016178605.3,2022
6731581,XM_016178606.3,1934
6731581,XM_016178604.3,1949
6731582,XM_016178601.3,2306
6731582,XM_016178603.3,2733
6731582,XM_016178602.3,2433
6731584,XM_016178600.3,2096
6731585,XM_002078690.4,2014
6731586,XM_016179830.3,2451
6731586,XM_039298592.2,2378
6731587,XM_002078692.4,2103
6731587,XM_044923937.1,1431
6731587,XM_016179831.3,1455
6731588,XM_016178598.3,2580
6731588,XM_016178599.3,2670
6731589,XM_016178597.3,1503
6731589,XM_016178596.3,1551
6731590,XM_002078695.4,650
6731591,XM_002078696.4,1541
6731592,XM_002078697.4,1474
6731593,XM_016179832.3,955
6731594,XM_002078699.4,1528
6731595,XM_002078700.4,635
6731596,XM_002078701.4,588
6731598,XM_002078703.4,1136
6731599,XM_016178595.3,2680
6731599,XM_016178594.3,2718
6731599,XM_039294543.2,2653
6731599,XM_039294540.2,2594
6731601,XM_002078706.4,3331
6731602,XM_016179835.3,565
6731603,XM_039297106.2,1977
6731603,XM_039297103.2,2926
6731603,XM_039297108.2,2868
6731607,XM_002078712.4,1024
6731608,XM_002078713.4,975
6731609,XM_039295195.2,11185
6731609,XM_016179838.3,10870
6731609,XM_039295196.2,11149
6731611,XM_002078715.4,1765
6731612,XM_016178592.3,1695
6731612,XM_039295237.2,1300
6731616,XM_016179841.3,898
6731616,XM_002078720.4,2381
6731616,XM_039292043.2,991
6731616,XM_016179842.3,2131
6731617,XM_002078721.4,1127
6731618,XM_016179844.3,3003
6731618,XM_016179843.3,2975
6731619,XM_016179845.3,1695
6731620,XM_002078724.4,563
6731621,XM_002078725.4,829
6731623,XM_016178590.3,6100
6731623,XM_039298593.2,5686
6731623,XM_016178591.3,5791
6731623,XM_039298598.2,2995
6731623,XM_016178589.3,3732
6731624,XM_016179847.3,2149
6731625,XM_016178588.3,3498
6731626,XM_016179848.3,3425
6731626,XM_016179849.3,3413
6731628,XM_016178587.3,1680
6731629,XM_002078733.3,3408
6731631,XM_002078735.4,1231
6731632,XM_002078736.4,493
6731633,XM_002078737.3,802
6731634,XM_016179850.3,3113
6731634,XM_016179851.3,3508
6731635,XM_002078739.4,2373
6731636,XM_016179853.3,6102
6731636,XM_016179855.3,6047
6731636,XM_016179854.3,6047
6731637,XM_002078741.4,967
6731638,XM_016179861.3,5385
6731638,XM_044923900.1,5327
6731638,XM_016179862.3,4768
6731639,XM_002078743.4,1070
6731640,XM_002078744.3,734
6731641,XM_002078745.4,711
6731642,XM_016179863.3,1559
6731644,XM_039291132.2,5688
6731644,XM_039291133.2,5796
6731644,XM_039291131.2,5849
6731644,XM_039291134.2,5565
6731644,XM_039291135.1,2645
6731646,XM_002078750.4,2742
6731647,XM_016178586.3,2206
6731649,XM_016179864.3,2071
6731649,XM_039296008.2,1969
6731650,XM_002078754.4,1841
6731651,XM_016179865.3,2553
6731653,XM_016179866.3,2669
6731653,XM_016179867.3,2438
6731655,XM_016179868.3,13369
6731657,XM_016178583.3,4640
6731659,XM_002078763.2,808
6731660,XM_002078764.4,2101
6731661,XM_016178582.3,787
6731661,XM_016178581.3,790
6731661,XM_016178580.3,1544
6731662,XM_002078766.4,2102
6731663,XM_016178569.3,8481
6731663,XM_016178577.3,8556
6731663,XM_016178567.3,8508
6731663,XM_016178575.3,8583
6731665,XM_002078769.4,673
6731666,XM_002078770.4,2405
6731667,XM_016179871.3,3010
6731667,XM_016179872.3,3007
6731668,XM_002078772.4,786
6731669,XM_002078773.4,1753
6731670,XM_016178565.3,1677
6731671,XM_002078775.4,1456
6731672,XM_002078776.4,1371
6731674,XM_002078778.4,1858
6731675,XM_002078779.4,2359
6731676,XM_002078780.4,2052
6731676,XM_039298556.1,1396
6731678,XR_005545099.2,4178
6731678,XR_005545097.2,4277
6731678,XR_005545098.2,4277
6731678,XR_005545096.2,4180
6731679,XM_002078783.4,1112
6731680,XM_039298550.2,6734
6731680,XM_039298551.2,6759
6731680,XM_039298548.2,7464
6731680,XM_039298549.2,6925
6731680,XM_039298546.2,7604
6731680,XM_039298553.2,7568
6731680,XM_039298552.2,7568
6731680,XM_039298545.2,7655
6731680,XM_016178558.3,7568
6731680,XM_039298554.2,7568
6731680,XM_039298547.2,7655
6731680,XM_039298555.2,7613
6731681,XM_016179874.2,1559
6731682,XM_002078786.4,2002
6731683,XM_002078787.4,467
6731684,XM_002078788.4,1990
6731689,XM_002078789.4,812
6731690,XM_016178555.2,985
6731691,XM_039291075.2,9447
6731693,XM_002078793.4,3246
6731694,XM_002078794.4,2046
6731695,XM_002078795.4,1432
6731696,XM_002078796.4,929
6731697,XM_016179875.3,1009
6731698,XM_016179876.3,1156
6731699,XM_002078799.4,1084
6731700,XM_002078800.4,1771
6731701,XM_039292252.2,2747
6731701,XM_039292262.2,2575
6731701,XM_016179878.3,2687
6731701,XM_016179879.3,2515
6731701,XM_039292264.2,2399
6731701,XM_039292260.2,2736
6731701,XM_044922593.1,2957
6731702,XM_016179880.3,1097
6731703,XM_002078803.3,893
6731704,XM_016178546.3,1498
6731705,XM_002078805.4,1968
6731706,XM_016178545.3,2446
6731708,XM_002078807.4,1910
6731709,XM_002078808.4,1677
6731710,XM_002078809.4,848
6731711,XM_016179881.3,2325
6731711,XM_016179882.3,2272
6731713,XM_039298611.2,1974
6731713,XM_039298609.2,2037
6731713,XM_039298612.2,1920
6731713,XM_016178544.3,1923
6731714,XM_016178543.3,2709
6731715,XM_016179883.2,889
6731717,XM_016179884.3,3294
6731718,XM_016178542.3,465
6731719,XM_039291493.2,5556
6731719,XM_016178541.3,5564
6731720,XM_016179885.3,3177
6731720,XM_002078819.4,3174
6731721,XM_016179886.3,2070
6731721,XM_002078820.4,2112
6731722,XM_016178539.3,4552
6731722,XM_044922833.1,4600
6731722,XM_002078821.4,4609
6731722,XM_016178540.2,1573
6731725,XM_002078824.4,2673
6731726,XM_016179887.3,1239
6731728,XM_016179888.3,1525
6731729,XM_002078828.4,1304
6731730,XM_016179889.3,2523
6731731,XM_016179891.3,1537
6731732,XM_039291056.2,7383
6731732,XM_039291057.2,7269
6731733,XM_002078832.4,1648
6731735,XM_039291059.2,2580
6731741,XM_016179893.3,3819
6731741,XM_044922325.1,4102
6731741,XM_016179895.3,3953
6731741,XM_016179898.3,3811
6731741,XM_016179896.3,3586
6731743,XM_016178536.3,7460
6731743,XM_016178535.3,7463
6731746,XM_016179900.3,981
6731747,XM_002078846.3,961
6731748,XM_002078847.4,2239
6731749,XM_002078848.4,1543
6731750,XM_002078849.4,728
6731751,XM_016179901.3,2283
6731752,XM_016178527.3,4079
6731752,XM_016178525.2,4208
6731752,XM_016178526.3,4100
6731752,XM_039298430.2,3984
6731752,XM_016178524.2,3954
6731753,XM_002078852.4,1085
6731754,XM_016179902.3,1366
6731754,XM_016179903.3,1658
6731755,XM_016178521.3,1050
6731755,XM_016178522.3,1143
6731755,XM_039298432.1,1005
6731756,XM_044923853.1,2305
6731756,XM_016178520.3,2115
6731756,XM_039298431.1,2259
6731756,XM_016178519.3,2371
6731756,XM_016178518.3,2117
6731757,XM_002078856.4,978
6731757,XM_016179904.3,897
6731758,XM_044923168.1,1583
6731758,XM_016178517.3,2514
6731758,XM_016178516.3,1411
6731759,XM_002078858.4,1721
6731761,XM_016178511.3,1560
6731762,XM_002078861.4,976
6731763,XM_002078862.4,2256
6731764,XM_002078863.4,674
6731767,XM_016179906.2,547
6731767,XM_016179905.3,550
6731768,XM_002078867.4,948
6731769,XM_002078868.4,1622
6731770,XM_039298400.2,8442
6731771,XM_039290981.2,646
6731771,XM_016178504.3,744
6731772,XM_016178501.3,2116
6731772,XM_039298663.2,2167
6731772,XM_016178503.3,2171
6731772,XM_016178502.3,1841
6731773,XM_016178494.3,3610
6731773,XM_016178496.3,3625
6731773,XM_016178495.3,3613
6731773,XM_002078872.4,3628
6731773,XM_016178499.3,3125
6731773,XM_016178497.3,3137
6731773,XM_016178498.3,3198
6731774,XM_016178492.3,1261
6731776,XM_016178491.3,1304
6731777,XM_016178490.3,1468
6731778,XM_002078877.4,1030
6731779,XM_016178489.3,1881
6731780,XM_002078879.4,735
6731781,XM_002078880.4,1653
6731782,XM_002078881.4,2095
6731783,XM_044922405.1,2342
6731783,XM_016178487.3,2236
6731783,XM_039298662.2,2203
6731784,XM_016179907.3,1444
6731784,XM_016179908.3,1445
6731784,XM_039298667.2,1275
6731785,XM_002078884.4,2622
6731786,XM_039298665.2,2255
6731786,XM_016178486.3,2220
6731786,XM_039298666.2,2151
6731786,XM_039298664.2,2149
6731787,XM_002078886.3,1499
6731788,XM_002078887.4,3112
6731789,XM_016179909.3,1187
6731790,XM_002078889.4,601
6731791,XM_016179910.3,1293
6731792,XM_002078891.4,2089
6731794,XM_016178485.2,1511
6731794,XR_005545125.2,1973
6731795,XM_002078894.4,1180
6731796,XM_002078895.4,997
6731797,XM_002078896.4,4070
6731798,XM_002078897.4,1092
6731799,XM_016179911.3,1303
6731799,XM_016179912.3,1313
6731800,XM_044922415.1,1194
6731801,XM_016178483.3,4833
6731802,XM_016178482.3,1561
6731803,XM_016179914.3,2096
6731803,XM_016179913.3,2371
6731804,XM_016179917.3,2169
6731805,XM_002078904.4,1530
6731806,XM_016178481.3,1117
6731807,XM_002078906.4,824
6731810,XM_002078909.4,1251
6731811,XM_016179925.3,3657
6731811,XM_016179927.3,3633
6731811,XM_016179924.3,3621
6731811,XM_016179923.3,3624
6731811,XM_016179921.3,3612
6731811,XM_016179922.3,3596
6731811,XM_016179920.3,3647
6731812,XM_002078911.3,668
6731813,XM_002078912.4,763
6731814,XM_039291208.2,1934
6731814,XM_016179928.3,2214
6731815,XM_016179930.3,952
6731815,XM_016179929.3,1095
6731816,XM_016179931.3,671
6731817,XM_002078916.4,2461
6731818,XM_016179932.3,3810
6731819,XM_002078918.4,1166
6731820,XM_039291209.1,2018
6731820,XM_016178480.3,2054
6731821,XM_002078920.4,1620
6731822,XM_002078921.4,794
6731824,XM_002078923.3,1091
6731825,XM_002078924.4,957
6731826,XM_016179935.3,1274
6731827,XM_002078926.4,2925
6731828,XM_002078927.4,1222
6731829,XM_002078928.3,1307
6731830,XM_016179936.2,1083
6731831,XM_039292614.2,3067
6731831,XM_016179937.3,3211
6731831,XM_039292621.2,2197
6731831,XM_016179938.3,2282
6731832,XM_002078931.4,1528
6731833,XM_002078932.4,3670
6731834,XM_016179939.3,3489
6731834,XM_002078933.4,3488
6731835,XM_016178477.3,2619
6731835,XM_044923902.1,1322
6731836,XM_002078935.4,1990
6731838,XM_016179940.3,1056
6731838,XM_044923939.1,2007
6731838,XM_016179942.3,1874
6731838,XM_044923940.1,1600
6731838,XM_044923941.1,1172
6731839,XM_016179944.3,2179
6731840,XM_016178476.3,2714
6731841,XM_002078940.4,1574
6731842,XM_002078941.4,1266
6731843,XM_016178474.3,3750
6731843,XM_016178475.3,3875
6731844,XM_002078943.4,766
6731845,XM_039292661.2,2287
6731846,XM_016178472.3,2574
6731847,XM_002078946.4,1678
6731848,XM_016179945.3,1443
6731849,XM_002078948.4,1741
6731852,XM_016179948.3,3030
6731852,XM_016179947.3,3950
6731852,XM_016179946.3,3917
6731854,XM_016178471.3,583
6731854,XM_002078953.3,567
6731855,XM_016178470.3,1803
6731855,XM_044922613.1,1652
6731857,XM_016179950.3,3459
6731857,XM_044922604.1,3459
6731857,XM_016179951.3,3416
6731857,XM_002078956.4,1506
6731859,XM_002078958.4,2682
6731860,XM_002078959.3,2362
6731861,XM_039295663.2,1947
6731861,XM_016179952.3,2022
6731862,XM_002078961.3,419
6731863,XM_002078962.4,392
6731866,XM_016178467.3,599
6731867,XM_002078966.4,1123
6731868,XM_039292056.2,2765
6731868,XM_002078967.4,2939
6731869,XM_002078968.4,2330
6731870,XM_002078969.3,1267
6731870,XR_005543660.2,366
6731871,XM_002078970.4,1281
6731872,XM_016179953.3,1248
6731872,XM_016179954.3,1213
6731873,XM_016179955.2,992
6731874,XM_002078973.4,951
6731875,XM_002078974.4,649
6731877,XM_039291275.2,703
6731878,XM_016179956.2,3373
6731879,XM_002078978.4,3245
6731880,XM_016178464.3,2475
6731880,XM_016178465.3,2478
6731882,XM_016178463.3,1988
6731883,XM_002078982.4,1588
6731885,XM_039298377.2,3695
6731885,XM_044923897.1,3789
6731886,XM_002078985.4,512
6731886,XM_016179959.3,496
6731889,XM_039298374.2,4520
6731890,XM_002078989.4,1407
6731891,XM_016179960.3,1221
6731892,XM_039298376.1,4557
6731893,XM_016178459.3,1161
6731894,XM_044922340.1,1212
6731894,XM_002078993.3,1274
6731894,XM_016178458.3,1017
6731894,XR_006541502.1,931
6731895,XM_002078994.4,1145
6731896,XM_016178456.3,1618
6731896,XM_016178455.3,1520
6731899,XM_016179962.3,1730
6731899,XM_016179961.3,1696
6731899,XM_039291231.2,1118
6731900,XM_002078999.4,1941
6731901,XM_002079000.4,1210
6731902,XM_002079001.4,2912
6731903,XM_002079002.4,937
6731905,XM_016178454.3,988
6731907,XM_002079006.4,974
6731908,XM_016178453.3,2133
6731909,XM_002079008.4,452
6731910,XM_016178452.3,2898
6731910,XM_016178450.3,1619
6731910,XM_016178451.3,1532
6731911,XM_044922318.1,850
6731911,XM_044922319.1,660
6731912,XM_002079011.4,1234
6731913,XM_002079012.3,906
6731914,XM_002079013.3,1819
6731914,XM_016178449.2,1180
6731915,XM_016178448.3,514
6731917,XM_016179966.3,3055
6731917,XM_016179971.2,2974
6731917,XM_016179969.3,3037
6731917,XM_016179965.2,2956
6731917,XM_016179970.2,2953
6731917,XM_016179964.3,2871
6731919,XM_002079018.4,1257
6731920,XM_016179975.3,3961
6731920,XM_039295452.2,5222
6731920,XM_039295448.2,5218
6731920,XM_039295461.2,5148
6731920,XM_039295463.2,4530
6731920,XM_039295456.2,5214
6731920,XM_039295458.2,3881
6731922,XM_002079021.4,1080
6731923,XM_039295541.2,772
6731931,XM_039295471.1,4468
6731931,XM_039295464.1,4471
6731931,XM_039295480.2,5069
6731931,XM_039295466.2,5072
6731936,XM_002079035.4,552
6731937,XM_002079036.4,500
6731938,XM_039295802.1,1227
6731938,XM_016178444.3,1221
6731938,XM_016178442.3,1230
6731938,XM_016178443.3,1226
6731939,XM_016178441.3,1188
6731939,XM_002079038.3,1209
6731940,XM_016179982.3,3129
6731941,XM_002079040.4,3215
6731942,XM_016178440.3,4893
6731943,XM_016178437.3,4836
6731943,XM_039297371.2,4748
6731944,XM_016179983.3,3080
6731944,XM_016179984.3,3025
6731945,XM_016178436.3,2371
6731946,XM_002079045.4,2270
6731947,XM_039297358.2,4073
6731947,XM_002079046.4,4191
6731948,XM_002079047.4,1354
6731949,XM_002079048.4,791
6731952,XM_002079051.4,1288
6731953,XM_039298639.2,4887
6731954,XM_002079053.4,1463
6731955,XM_016178433.3,4616
6731959,XM_016178429.3,6059
6731959,XM_016178411.3,5807
6731959,XM_016178426.3,6581
6731959,XM_016178419.3,6877
6731959,XR_001599975.3,3660
6731959,XR_001599974.3,4114
6731959,XR_005545122.2,2591
6731959,XR_005545118.2,3439
6731959,XR_005545120.2,3413
6731959,XR_005545119.2,2881
6731959,XR_005545123.2,2033
6731959,XR_005545121.2,2844
6731961,XM_002079060.4,1195
6731962,XM_016179987.3,778
6731965,XM_039298469.2,6943
6731965,XM_039298468.2,7108
6731967,XM_016179992.2,6416
6731967,XM_016179990.3,5230
6731968,XM_002079066.4,1428
6731968,XM_016179993.3,1329
6731968,XM_016179994.3,1220
6731969,XM_002079067.4,1267
6731969,XR_005545086.2,1208
6731970,XM_002079068.4,2014
6731971,XM_002079069.4,1577
6731974,XM_002079072.4,822
6731975,XM_016179996.3,5267
6731975,XM_016179995.3,4869
6731975,XM_044922871.1,4754
6731976,XM_039292506.2,6139
6731976,XM_039292502.2,6143
6731976,XM_039292509.2,5544
6731978,XM_016179997.3,704
6731978,XM_039297110.2,708
6731978,XM_039297113.2,675
6731982,XM_039294550.2,1891
6731983,XM_002079081.3,2974
6731984,XM_016178407.3,7318
6731984,XR_005545085.2,5365
6731985,XM_016180000.3,2245
6731985,XM_016179998.2,2270
6731985,XM_016179999.3,2005
6731986,XM_002079084.2,599
6731987,XM_002079085.4,916
6731988,XM_002079086.4,698
6731989,XM_016178406.3,1077
6731990,XM_016178405.3,2449
6731991,XM_002079089.4,1152
6731992,XM_016180001.3,1886
6731992,XM_044922580.1,1836
6731993,XM_016178404.2,1377
6731994,XM_002079092.4,342
6731997,XM_016178403.3,3723
6731997,XM_044923474.1,3732
6731997,XM_002079095.4,3799
6731997,XM_016178402.3,2353
6731998,XM_002079096.4,721
6731999,XM_016180010.3,1385
6731999,XM_044923464.1,1313
6732002,XM_002079100.4,1211
6732003,XM_016180011.2,2702
6732004,XM_016180012.3,1058
6732004,XM_002079102.3,1047
6732005,XM_016180013.3,981
6732006,XM_002079104.4,1170
6732007,XM_002079105.4,2487
6732008,XM_039291065.2,5192
6732008,XM_016178390.2,5195
6732008,XM_016178388.2,4786
6732008,XM_039291066.1,4789
6732008,XM_039291063.1,5323
6732008,XM_039291064.1,5236
6732008,XM_016178392.3,5404
6732008,XM_039291061.1,5407
6732008,XM_016178394.2,4022
6732008,XM_039291062.2,5234
6732010,XM_016178387.3,2582
6732011,XM_039298455.2,5977
6732011,XM_039298459.2,5463
6732011,XM_039298460.2,5397
6732011,XM_039298453.2,6372
6732011,XM_039298458.2,5798
6732011,XM_039298457.2,5861
6732011,XM_039298461.2,5509
6732011,XM_039298462.2,5067
6732011,XM_039298456.2,3977
6732013,XM_002079110.4,2588
6732023,XM_002079120.3,1221
6732024,XM_016180017.3,1455
6732025,XM_039292748.2,1904
6732026,XM_016180019.3,528
6732030,XM_016180020.3,2342
6732031,XM_016178375.3,3189
6732031,XM_039291146.2,553
6732032,XM_002079128.4,598
6732034,XM_002079130.4,878
6732035,XM_002079131.4,1850
6732036,XM_002079132.4,1105
6732037,XM_002079133.4,1429
6732038,XM_016180021.3,1555
6732039,XM_002079135.4,1051
6732040,XM_002079136.4,1384
6732041,XM_016178374.3,6522
6732042,XM_002079138.4,2402
6732043,XM_002079139.4,1736
6732044,XM_016178373.3,2262
6732045,XM_002079141.4,1759
6732046,XM_039291081.2,2619
6732046,XM_016178372.3,3528
6732048,XM_002079144.4,2869
6732048,XR_001599973.3,2803
6732049,XM_039291082.2,2456
6732050,XM_016178370.3,1768
6732050,XM_016178368.3,1794
6732051,XM_002079147.4,1012
6732053,XM_002079149.4,4381
6732054,XM_016178367.3,1295
6732055,XM_016180024.2,1094
6732055,XM_039298405.2,1435
6732056,XM_002079152.3,2502
6732058,XM_002079154.3,1220
6732059,XM_002079155.4,1357
6732061,XM_002079157.4,2580
6732062,XM_002079158.4,2524
6732064,XM_016180025.3,2352
6732064,XM_002079160.4,2535
6732065,XM_002079161.4,1095
6732066,XM_002079162.4,915
6732067,XM_016180026.3,5152
6732070,XM_002079166.4,1170
6732070,XR_001599972.3,794
6732071,XM_002079167.4,1739
6732072,XM_016180027.2,3091
6732073,XM_044922746.1,654
6732073,XM_002079169.3,650
6732074,XM_002079170.4,1149
6732075,XM_002079171.3,1052
6732076,XM_002079172.3,658
6732078,XM_039290986.2,4306
6732078,XR_005543428.2,3554
