NCBI GeneID,Protein Accession,Protein_length
6734433,XP_039149371.1,1332
6734433,XP_039149372.1,1255
6734433,XP_044778827.1,1332
6734435,XP_002081455.2,443
6734436,XP_002081456.1,402
6734437,XP_002081457.1,387
6734438,XP_002081458.1,303
6734439,XP_016027546.1,304
6734440,XP_002081460.1,307
6734441,XP_002081461.1,181
6734441,XP_016027547.1,160
6734441,XP_016027548.1,156
6734442,XP_002081462.1,129
6734443,XP_016027549.1,838
6734443,XP_016027550.1,825
6734443,XP_016027551.1,671
6734443,XP_016027555.1,792
6734443,XP_016027556.1,773
6734443,XP_016027558.1,819
6734443,XP_016027559.1,718
6734443,XP_016027560.1,834
6734443,XP_016027561.1,770
6734443,XP_016027562.1,786
6734443,XP_016027564.1,726
6734443,XP_016027565.1,827
6734443,XP_016027566.1,839
6734443,XP_016027567.1,838
6734443,XP_039147531.1,817
6734443,XP_039147532.1,797
6734444,XP_016027568.2,3900
6734444,XP_016027569.2,3897
6734447,XP_002081467.1,143
6734449,XP_016027572.1,678
6734451,XP_002081470.1,972
6734451,XP_016027573.1,969
6734451,XP_016027574.1,930
6734451,XP_016027575.1,933
6734452,XP_016027576.1,864
6734453,XP_016027578.1,514
6734454,XP_002081473.2,1313
6734455,XP_002081474.1,686
6734456,XP_002081475.2,542
6734457,XP_016027579.1,403
6734458,XP_016027580.1,618
6734459,XP_016027581.1,398
6734460,XP_016027582.1,1092
6734460,XP_039147515.1,1092
6734460,XP_039147516.1,1092
6734461,XP_039147503.1,1328
6734461,XP_039147504.1,1328
6734461,XP_039147505.1,1327
6734461,XP_039147506.1,1323
6734461,XP_039147507.1,1322
6734461,XP_039147508.1,1296
6734461,XP_039147509.1,1295
6734461,XP_039147510.1,1291
6734461,XP_039147511.1,1290
6734461,XP_039147512.1,918
6734461,XP_039147513.1,655
6734461,XP_039147514.1,601
6734462,XP_002081481.1,553
6734462,XP_016027584.1,576
6734463,XP_016027585.1,1575
6734463,XP_016027586.1,667
6734463,XP_016027587.1,1574
6734463,XP_016027588.1,667
6734466,XP_002081485.1,808
6734467,XP_002081486.1,274
6734468,XP_016027591.1,584
6734468,XP_016027592.1,584
6734469,XP_016027593.1,226
6734470,XP_016027594.1,245
6734475,XP_016027600.1,126
6734477,XP_016027601.1,195
6734477,XP_016027602.1,195
6734477,XP_016027603.1,195
6734478,XP_016027605.1,504
6734479,XP_016027606.1,404
6734480,XP_002081499.1,278
6734480,XP_016027608.1,214
6734482,XP_002081501.1,571
6734484,XP_002081503.1,867
6734486,XP_016027610.1,404
6734488,XP_016027611.1,1227
6734488,XP_016027612.1,1365
6734489,XP_002081508.1,561
6734490,XP_016027613.1,1455
6734491,XP_039148502.1,1664
6734491,XP_039148503.1,1664
6734491,XP_039148504.1,1664
6734491,XP_039148505.1,1642
6734491,XP_039148506.1,1555
6734491,XP_044778631.1,1533
6734492,XP_002081511.1,144
6734493,XP_002081512.1,113
6734494,XP_002081513.1,760
6734495,XP_039148685.1,475
6734496,XP_016027622.1,640
6734496,XP_016027623.1,621
6734497,XP_002081516.1,685
6734499,XP_016027624.1,1642
6734500,XP_002081519.2,147
6734501,XP_016027626.1,265
6734501,XP_016027627.1,265
6734501,XP_044778588.1,227
6734502,XP_016027629.2,166
6734502,XP_016027630.1,160
6734502,XP_016027631.1,167
6734503,XP_002081522.1,172
6734504,XP_016027633.1,1624
6734504,XP_016027634.1,2665
6734504,XP_016027635.1,3372
6734504,XP_039148320.1,3358
6734504,XP_039148321.1,2676
6734505,XP_002081524.1,100
6734517,XP_002081526.1,315
6734520,XP_002081529.1,225
6734520,XP_039147772.1,211
6734521,XP_002081530.2,539
6734522,XP_002081531.1,239
6734523,XP_002081532.1,315
6734524,XP_002081533.1,849
6734524,XP_016027638.1,566
6734524,XP_016027639.1,854
6734524,XP_016027640.1,852
6734524,XP_016027641.1,351
6734525,XP_002081534.1,593
6734527,XP_016027644.1,762
6734531,XP_016027646.1,439
6734532,XP_002081541.1,106
6734533,XP_016027648.1,668
6734533,XP_016027649.1,680
6734533,XP_016027650.1,680
6734534,XP_002081543.2,113
6734535,XP_002081544.2,194
6734536,XP_002081545.1,444
6734536,XP_016027651.1,297
6734538,XP_016027652.2,426
6734538,XP_039148666.1,436
6734538,XP_039148667.1,414
6734538,XP_039148668.1,404
6734540,XP_016027653.1,557
6734540,XP_016027654.1,556
6734540,XP_016027657.1,558
6734540,XP_039147452.1,536
6734543,XP_016027660.1,628
6734544,XP_002081553.1,224
6734544,XP_016027661.1,122
6734545,XP_016027662.1,522
6734546,XP_002081555.1,501
6734547,XP_002081556.2,1178
6734548,XP_002081557.2,259
6734549,XP_002081558.1,335
6734550,XP_002081559.2,596
6734551,XP_002081560.1,320
6734552,XP_002081561.1,481
6734554,XP_002081563.1,499
6734554,XP_039147555.1,532
6734555,XP_044778422.1,1487
6734556,XP_016027664.3,502
6734558,XP_002081567.1,504
6734559,XP_002081568.1,501
6734560,XP_016027665.1,504
6734561,XP_002081570.1,506
6734562,XP_016027666.1,521
6734563,XP_002081572.2,1301
6734563,XP_016027667.1,446
6734563,XP_016027668.1,1042
6734563,XP_016027669.1,1339
6734563,XP_016027670.1,1063
6734563,XP_016027671.1,1039
6734563,XP_016027673.1,1294
6734564,XP_016027674.1,635
6734564,XP_016027675.1,635
6734564,XP_039148723.1,635
6734566,XP_016027677.1,849
6734566,XP_016027678.1,849
6734567,XP_016027680.1,228
6734568,XP_016027683.1,954
6734568,XP_016027685.1,608
6734568,XP_016027686.1,961
6734568,XP_016027687.1,606
6734568,XP_016027688.1,524
6734568,XP_016027689.1,526
6734568,XP_039148717.1,963
6734568,XP_039148721.1,518
6734570,XP_039148662.1,920
6734570,XP_039148663.1,920
6734570,XP_039148664.1,841
6734571,XP_002081580.1,477
6734573,XP_016027692.1,443
6734575,XP_016027693.1,1228
6734575,XP_016027694.1,1235
6734577,XP_016027701.1,151
6734580,XP_039148853.1,1281
6734580,XP_039148854.1,1281
6734580,XP_039148855.1,1281
6734580,XP_039148856.1,1278
6734580,XP_039148857.1,1212
6734580,XP_039148858.1,1209
6734580,XP_039148860.1,1103
6734580,XP_039148861.1,572
6734581,XP_002081589.1,57
6734582,XP_016027703.2,629
6734583,XP_016027704.1,307
6734583,XP_016027705.1,307
6734584,XP_039148632.1,240
6734584,XP_039148633.1,177
6734584,XP_039148634.1,138
6734585,XP_002081593.1,455
6734586,XP_002081594.1,491
6734588,XP_039148631.1,1281
6734591,XP_002081599.1,219
6734592,XP_002081600.1,166
6734594,XP_002081602.1,454
6734595,XP_016027718.1,772
6734595,XP_016027719.1,772
6734595,XP_016027720.1,771
6734596,XP_016027721.1,1115
6734596,XP_016027722.1,1115
6734597,XP_002081605.2,1068
6734599,XP_016027723.1,2153
6734599,XP_016027724.1,1367
6734599,XP_016027728.1,1921
6734599,XP_016027729.1,2141
6734599,XP_016027731.1,2166
6734599,XP_016027732.1,2157
6734599,XP_016027733.1,2107
6734599,XP_016027734.1,1996
6734599,XP_016027735.1,2088
6734599,XP_016027736.1,2064
6734599,XP_016027737.1,2023
6734599,XP_016027738.1,2071
6734599,XP_016027740.2,1939
6734599,XP_016027742.1,2091
6734599,XP_016027743.1,2113
6734599,XP_016027746.1,2082
6734599,XP_016027747.1,2120
6734599,XP_016027748.1,2082
6734599,XP_016027749.1,2090
6734599,XP_039148455.1,2145
6734599,XP_039148456.1,2134
6734599,XP_039148457.1,2132
6734599,XP_039148458.1,2128
6734599,XP_039148459.1,2120
6734599,XP_039148460.1,2109
6734599,XP_039148461.1,2098
6734599,XP_039148462.1,2057
6734599,XP_039148463.1,2057
6734599,XP_039148467.1,1856
6734599,XP_044778635.1,2082
6734599,XP_044778636.1,1968
6734599,XP_044778637.1,1953
6734599,XP_044778638.1,1928
6734600,XP_002081608.1,481
6734601,XP_002081609.1,336
6734602,XP_016027750.1,1298
6734602,XP_016027751.1,1297
6734603,XP_002081611.1,1098
6734603,XP_016027752.1,1073
6734604,XP_016027755.1,175
6734604,XP_016027756.1,175
6734604,XP_016027757.1,175
6734604,XP_016027758.1,175
6734605,XP_016027759.1,113
6734606,XP_002081614.1,220
6734607,XP_039147894.1,582
6734608,XP_016027762.1,1070
6734608,XP_039148451.1,964
6734610,XP_016027763.1,899
6734610,XP_039148452.1,883
6734611,XP_002081619.1,737
6734612,XP_039148453.1,766
6734616,XP_016027765.3,1981
6734617,XP_002081625.2,212
6734617,XP_016027767.1,108
6734621,XP_002081629.1,577
6734621,XP_016027771.1,470
6734622,XP_016027773.1,1125
6734622,XP_039147773.1,1125
6734622,XP_039147774.1,1125
6734623,XP_002081631.2,599
6734624,XP_016027778.1,594
6734625,XP_016027779.2,601
6734626,XP_016027781.1,1950
6734626,XP_016027782.1,1951
6734626,XP_016027783.1,1913
6734626,XP_016027784.1,1943
6734626,XP_016027786.1,1944
6734626,XP_016027787.1,1929
6734626,XP_039148746.1,1963
6734626,XP_039148747.1,1962
6734626,XP_039148749.1,1952
6734626,XP_039148750.1,1949
6734626,XP_039148751.1,1930
6734626,XP_039148752.1,1929
6734626,XP_039148753.1,1922
6734626,XP_039148754.1,1921
6734626,XP_039148755.1,1899
6734627,XP_016027788.1,735
6734628,XP_016027789.2,521
6734629,XP_016027790.1,376
6734630,XP_002081638.2,246
6734631,XP_002081639.1,455
6734632,XP_002081640.2,430
6734634,XP_002081642.1,190
6734634,XP_016027791.1,176
6734634,XP_016027792.1,213
6734634,XP_016027794.1,197
6734634,XP_016027795.1,169
6734634,XP_016027796.1,180
6734634,XP_016027797.1,186
6734634,XP_016027798.2,200
6734634,XP_016027799.1,178
6734634,XP_016027800.1,208
6734634,XP_016027801.1,174
6734634,XP_016027802.1,203
6734634,XP_039147500.1,179
6734634,XP_039147501.1,137
6734635,XP_016027803.1,449
6734636,XP_002081644.1,430
6734636,XP_016027804.1,426
6734637,XP_002081645.1,294
6734638,XP_016027805.1,404
6734638,XP_016027806.1,405
6734639,XP_002081647.1,143
6734641,XP_016027810.2,967
6734641,XP_016027811.2,633
6734641,XP_016027812.1,892
6734641,XP_016027814.2,967
6734641,XP_016027815.1,861
6734641,XP_039148123.1,967
6734641,XP_039148124.1,936
6734641,XP_044778580.1,967
6734641,XP_044778582.1,633
6734642,XP_002081649.1,438
6734643,XP_002081650.1,124
6734644,XP_002081651.2,526
6734645,XP_002081652.2,1075
6734646,XP_016027819.1,280
6734646,XP_039148126.1,280
6734647,XP_002081654.1,476
6734648,XP_002081655.1,295
6734648,XP_039148125.1,177
6734649,XP_016027820.1,281
6734650,XP_002081657.1,278
6734651,XP_002081658.1,273
6734652,XP_002081659.2,307
6734653,XP_016027824.1,1251
6734653,XP_039148008.1,944
6734653,XP_039148010.1,921
6734654,XP_002081661.1,116
6734655,XP_002081662.2,284
6734655,XP_039148090.1,145
6734657,XP_016027825.1,719
6734657,XP_016027826.1,788
6734657,XP_016027827.1,1278
6734657,XP_016027828.1,2247
6734657,XP_016027829.1,2137
6734657,XP_016027833.1,1327
6734657,XP_016027834.1,1755
6734657,XP_016027835.1,723
6734657,XP_016027837.1,654
6734657,XP_016027838.1,951
6734657,XP_016027839.1,2084
6734657,XP_016027840.1,1087
6734657,XP_016027841.1,2194
6734657,XP_016027842.1,886
6734657,XP_016027844.1,452
6734657,XP_016027845.1,233
6734657,XP_016027846.1,1263
6734657,XP_016027848.1,898
6734657,XP_016027849.1,776
6734657,XP_039147999.1,2501
6734657,XP_039148000.1,2501
6734657,XP_039148001.1,2448
6734657,XP_039148002.1,1744
6734657,XP_039148003.1,1627
6734657,XP_039148004.1,1558
6734657,XP_039148005.1,1331
6734657,XP_039148006.1,1140
6734659,XP_016027850.2,486
6734660,XP_002081667.1,425
6734661,XP_016027851.1,522
6734661,XP_016027852.1,522
6734662,XP_002081669.1,205
6734663,XP_016027853.1,393
6734666,XP_039149415.1,171
6734667,XP_002081674.1,1410
6734669,XP_016027857.1,2157
6734670,XP_039148016.1,180
6734671,XP_016027858.1,1329
6734671,XP_016027860.1,1328
6734671,XP_016027861.1,1329
6734672,XP_002081679.1,498
6734673,XP_002081680.1,295
6734674,XP_016027863.1,374
6734674,XP_016027864.1,373
6734674,XP_016027865.1,373
6734674,XP_016027866.1,309
6734674,XP_016027868.1,374
6734674,XP_016027869.1,308
6734676,XP_044778363.1,260
6734677,XP_044778364.1,94
6734678,XP_016027870.1,510
6734679,XP_016027872.1,933
6734679,XP_016027875.1,917
6734679,XP_016027881.1,917
6734679,XP_039147998.1,3981
6734679,XP_044778358.1,3928
6734679,XP_044778359.1,3666
6734679,XP_044778360.1,1979
6734679,XP_044778361.1,1918
6734681,XP_002081688.1,455
6734684,XP_002081691.1,293
6734685,XP_002081692.1,243
6734686,XP_002081693.1,174
6734687,XP_016027883.1,1112
6734687,XP_016027884.1,1112
6734687,XP_039148011.1,1112
6734687,XP_039148012.1,1096
6734687,XP_039148013.1,1095
6734688,XP_016027886.1,1575
6734689,XP_002081696.1,164
6734690,XP_002081697.1,572
6734691,XP_016027887.1,471
6734691,XP_016027888.1,471
6734692,XP_016027890.1,296
6734693,XP_016027891.1,245
6734694,XP_016027892.1,647
6734694,XP_016027893.1,656
6734695,XP_002081702.1,695
6734695,XP_016027894.1,690
6734696,XP_002081703.1,314
6734696,XP_016027896.1,341
6734697,XP_039147334.1,1358
6734697,XP_039147335.1,1358
6734698,XP_016027898.1,966
6734701,XP_039147840.1,1255
6734701,XP_039147841.1,1176
6734701,XP_039147842.1,992
6734701,XP_039147843.1,913
6734702,XP_016027901.1,1054
6734703,XP_016027903.1,192
6734704,XP_002081711.1,264
6734705,XP_016027904.1,996
6734705,XP_016027905.1,804
6734705,XP_016027906.1,1024
6734705,XP_016027907.1,786
6734705,XP_016027909.1,1025
6734705,XP_016027910.1,560
6734705,XP_016027911.1,559
6734705,XP_016027915.1,1014
6734706,XP_002081713.3,559
6734707,XP_016027916.1,579
6734707,XP_016027917.1,579
6734707,XP_016027918.1,579
6734707,XP_016027919.1,579
6734708,XP_002081715.2,275
6734709,XP_016027920.1,605
6734709,XP_016027921.1,605
6734710,XP_002081717.1,437
6734710,XP_016027922.1,416
6734711,XP_002081718.1,161
6734712,XP_002081719.1,741
6734713,XP_002081720.1,717
6734714,XP_002081721.1,202
6734715,XP_016027924.1,370
6734715,XP_016027925.1,370
6734716,XP_016027923.1,1291
6734717,XP_002081724.1,333
6734718,XP_016027926.1,1432
6734718,XP_016027927.1,1432
6734719,XP_016027928.1,411
6734719,XP_016027929.1,411
6734719,XP_016027930.1,411
6734720,XP_002081727.1,260
6734722,XP_016027931.1,1450
6734723,XP_016027932.1,471
6734723,XP_016027933.1,471
6734724,XP_002081731.2,80
6734724,XP_016027934.1,70
6734726,XP_002081733.1,396
6734727,XP_016027936.1,934
6734728,XP_002081735.1,346
6734728,XP_016027937.1,259
6734734,XP_016027942.1,538
6734734,XP_039147851.1,538
6734734,XP_039147852.1,538
6734735,XP_002081738.2,714
6734736,XP_002081739.1,247
6734737,XP_039147744.1,843
6734737,XP_039147745.1,665
6734739,XP_002081742.1,594
6734740,XP_002081743.1,605
6734740,XP_016027949.1,610
6734741,XP_016027950.1,975
6734742,XP_016027951.1,1369
6734742,XP_016027952.1,1611
6734746,XP_002081749.1,109
6734747,XP_002081750.1,378
6734748,XP_016027955.1,1227
6734749,XP_002081752.1,164
6734750,XP_002081753.1,214
6734751,XP_016027956.1,439
6734754,XP_016027961.1,1344
6734754,XP_039148128.1,1286
6734755,XP_039148129.1,1189
6734756,XP_016027963.1,219
6734757,XP_002081760.1,652
6734758,XP_016027965.1,388
6734758,XP_039148130.1,845
6734758,XP_039148131.1,845
6734758,XP_044778544.1,771
6734758,XP_044778545.1,750
6734758,XP_044778546.1,578
6734758,XP_044778547.1,483
6734760,XP_002081763.1,417
6734760,XP_016027971.1,417
6734761,XP_016027973.1,393
6734762,XP_002081765.1,506
6734763,XP_039148134.1,274
6734764,XP_002081767.2,216
6734765,XP_002081768.1,1047
6734766,XP_002081769.2,186
6734767,XP_002081770.2,145
6734768,XP_039148831.1,785
6734769,XP_002081772.2,600
6734770,XP_002081773.1,610
6734771,XP_002081774.1,235
6734772,XP_002081775.2,636
6734773,XP_016027978.1,276
6734774,XP_002081777.1,359
6734775,XP_016027979.1,222
6734775,XP_044778414.1,240
6734776,XP_002081779.1,204
6734778,XP_039148828.2,160
6734779,XP_002081782.1,214
6734780,XP_016027980.1,283
6734781,XP_002081784.3,291
6734782,XP_002081785.2,534
6734783,XP_016027981.1,725
6734783,XP_039148877.1,577
6734784,XP_016027982.1,697
6734784,XP_016027983.1,724
6734784,XP_016027984.1,724
6734784,XP_016027985.1,724
6734784,XP_039148878.1,724
6734785,XP_044778468.1,526
6734786,XP_002081789.2,519
6734786,XP_016027987.1,514
6734786,XP_016027988.1,514
6734787,XP_016027989.1,631
6734787,XP_039147518.1,631
6734788,XP_039147524.1,577
6734788,XP_039147525.1,551
6734788,XP_039147526.1,533
6734789,XP_002081792.1,148
6734790,XP_002081793.1,362
6734790,XP_044778345.1,362
6734790,XP_044778346.1,362
6734791,XP_002081794.2,139
6734792,XP_016027993.1,317
6734792,XP_016027994.1,317
6734792,XP_039147459.1,317
6734792,XP_044778347.1,317
6734793,XP_002081796.2,113
6734794,XP_002081797.1,503
6734795,XP_002081798.1,516
6734796,XP_016028003.1,1701
6734796,XP_016028004.1,1701
6734796,XP_016028005.1,1701
6734796,XP_039148686.1,1701
6734797,XP_016027998.1,625
6734797,XP_016027999.1,625
6734797,XP_016028000.1,625
6734797,XP_016028001.1,625
6734797,XP_016028002.1,625
6734799,XP_016028006.1,323
6734799,XP_016028009.1,380
6734799,XP_039148687.1,380
6734799,XP_039148688.1,380
6734799,XP_039148689.1,380
6734799,XP_039148690.1,380
6734799,XP_039148691.1,380
6734799,XP_039148692.1,380
6734799,XP_039148693.1,380
6734799,XP_039148694.1,380
6734799,XP_039148695.1,1302
6734801,XP_039148501.1,552
6734802,XP_016028012.1,529
6734802,XP_016028013.1,516
6734803,XP_002081806.2,308
6734804,XP_016028015.1,650
6734804,XP_016028016.1,647
6734804,XP_016028017.1,650
6734805,XP_002081808.2,452
6734806,XP_002081809.2,164
6734807,XP_002081810.1,222
6734812,XP_016028023.1,1753
6734812,XP_016028024.1,1684
6734812,XP_016028025.1,1745
6734812,XP_016028026.1,1751
6734812,XP_016028027.1,1739
6734812,XP_016028028.1,1681
6734812,XP_016028029.1,1754
6734812,XP_016028030.1,1754
6734812,XP_016028031.1,1754
6734812,XP_016028032.1,1661
6734812,XP_016028033.1,1675
6734812,XP_016028034.1,1671
6734812,XP_016028035.1,1685
6734812,XP_016028036.1,1670
6734812,XP_016028037.1,1740
6734812,XP_039148808.1,1682
6734812,XP_039148809.1,1672
6734813,XP_002081816.1,624
6734813,XP_016028041.1,403
6734813,XP_044778670.1,622
6734813,XP_044778671.1,380
6734813,XP_044778672.1,380
6734814,XP_002081817.1,217
6734814,XP_016028042.1,217
6734815,XP_016028043.1,411
6734816,XP_002081819.1,152
6734817,XP_016028047.1,578
6734817,XP_016028048.1,623
6734818,XP_016028049.1,702
6734818,XP_016028050.1,665
6734819,XP_016028051.1,114
6734820,XP_016028053.1,358
6734821,XP_002081824.1,246
6734822,XP_016028055.1,200
6734824,XP_002081826.2,525
6734825,XP_002081827.1,1007
6734826,XP_002081828.1,385
6734827,XP_002081829.1,667
6734827,XP_016028058.1,663
6734827,XP_016028059.1,669
6734828,XP_039148500.1,803
6734829,XP_002081831.1,222
6734830,XP_016028063.1,161
6734831,XP_002081833.1,161
6734832,XP_002081834.1,159
6734833,XP_002081835.1,163
6734834,XP_016028064.1,607
6734834,XP_016028066.1,607
6734835,XP_016028067.1,389
6734836,XP_002081838.1,700
6734837,XP_016028068.1,679
6734837,XP_016028069.1,678
6734837,XP_016028072.1,679
6734837,XP_016028073.1,679
6734837,XP_016028075.1,679
6734837,XP_016028076.1,679
6734837,XP_016028077.1,669
6734837,XP_016028078.1,679
6734837,XP_039148599.1,679
6734837,XP_039148601.1,670
6734838,XP_002081840.3,547
6734839,XP_002081841.1,158
6734841,XP_016028082.1,1739
6734842,XP_016028085.1,449
6734843,XP_002081845.1,349
6734844,XP_002081846.1,344
6734846,XP_016028086.1,310
6734846,XP_016028087.1,314
6734847,XP_016028088.1,225
6734847,XP_016028089.1,175
6734848,XP_002081849.1,451
6734849,XP_002081850.1,460
6734850,XP_002081851.2,384
6734851,XP_016028096.1,987
6734851,XP_016028097.1,1143
6734851,XP_016028100.1,1041
6734851,XP_016028104.1,965
6734851,XP_044778600.1,1143
6734851,XP_044778601.1,964
6734851,XP_044778602.1,773
6734852,XP_016028105.1,559
6734852,XP_039148210.1,520
6734853,XP_016028106.1,1267
6734853,XP_016028107.1,1440
6734854,XP_016028109.1,2562
6734854,XP_016028110.1,2208
6734854,XP_016028113.1,2562
6734855,XP_039148211.1,149
6734856,XP_016028118.1,488
6734857,XP_002081858.2,510
6734858,XP_002081859.2,889
6734858,XP_016028119.1,448
6734859,XP_002081860.1,763
6734860,XP_002081861.2,658
6734861,XP_002081862.2,868
6734862,XP_016028120.1,826
6734863,XP_016028122.2,1315
6734863,XP_039148199.1,1422
6734863,XP_039148200.1,1354
6734863,XP_039148201.1,1353
6734863,XP_039148202.1,1315
6734863,XP_039148203.1,1293
6734863,XP_039148204.1,1225
6734863,XP_039148205.1,1186
6734863,XP_039148206.1,1808
6734863,XP_039148207.1,1740
6734863,XP_044778598.1,1124
6734863,XP_044778599.1,883
6734864,XP_016028125.1,545
6734865,XP_002081866.2,285
6734866,XP_016028126.1,249
6734866,XP_016028127.1,249
6734867,XP_016028128.1,443
6734867,XP_016028129.1,683
6734867,XP_039148209.1,683
6734867,XP_044778603.1,340
6734868,XP_002081869.2,508
6734868,XP_016028130.1,464
6734872,XP_002081873.2,152
6734873,XP_002081874.1,403
6734875,XP_002081876.1,114
6734876,XP_002081877.3,442
6734877,XP_002081878.1,77
6734878,XP_002081879.2,63
6734883,XP_002081880.1,99
6734884,XP_016028133.1,338
6734884,XP_016028134.1,338
6734884,XP_044778470.1,310
6734886,XP_002081883.2,280
6734887,XP_016028136.1,586
6734889,XP_002081886.1,131
6734891,XP_016028138.1,1031
6734891,XP_016028140.1,1031
6734891,XP_016028141.1,953
6734891,XP_016028142.1,960
6734891,XP_016028143.1,922
6734891,XP_016028144.1,947
6734891,XP_016028145.1,1031
6734891,XP_016028146.1,881
6734891,XP_016028147.1,869
6734891,XP_016028148.1,871
6734891,XP_016028149.1,801
6734891,XP_016028150.1,949
6734891,XP_016028151.1,936
6734891,XP_016028152.1,787
6734891,XP_016028153.1,965
6734891,XP_016028154.1,532
6734891,XP_016028155.1,974
6734891,XP_016028156.1,942
6734891,XP_016028157.1,803
6734891,XP_016028158.1,580
6734891,XP_016028159.1,664
6734891,XP_016028160.1,842
6734891,XP_016028161.1,844
6734891,XP_016028162.1,1020
6734891,XP_016028163.1,961
6734891,XP_016028164.1,694
6734891,XP_039147912.1,1031
6734891,XP_039147914.1,798
6734891,XP_039147915.1,767
6734891,XP_039147916.1,753
6734891,XP_039147917.1,719
6734891,XP_039147918.1,710
6734891,XP_039147919.1,543
6734891,XP_039147920.1,447
6734891,XP_039147921.1,438
6734891,XP_039147922.1,432
6734891,XP_044778529.1,842
6734891,XP_044778530.1,842
6734891,XP_044778531.1,421
6734894,XP_016028170.1,296
6734895,XP_002081892.2,520
6734895,XP_016028171.1,516
6734896,XP_002081893.1,328
6734897,XP_016028172.1,244
6734898,XP_002081895.1,625
6734898,XP_016028175.1,559
6734899,XP_002081896.1,556
6734900,XP_002081897.3,289
6734901,XP_002081898.1,425
6734903,XP_016028176.1,746
6734904,XP_016028177.1,237
6734904,XP_016028178.1,237
6734905,XP_039147542.1,530
6734905,XP_044778527.1,547
6734906,XP_039147545.1,511
6734906,XP_044778662.1,502
6734907,XP_002081904.1,509
6734908,XP_016028183.1,112
6734908,XP_039147547.1,112
6734908,XP_039147548.1,112
6734909,XP_002081906.1,97
6734911,XP_002081908.1,816
6734912,XP_044778357.1,618
6734914,XP_002081911.2,244
6734915,XP_016028186.1,614
6734916,XP_016028187.1,481
6734917,XP_016028188.1,585
6734918,XP_002081915.1,579
6734918,XP_016028194.1,443
6734918,XP_039147456.1,331
6734921,XP_016028195.1,491
6734921,XP_016028196.1,316
6734921,XP_016028197.1,490
6734923,XP_002081920.1,77
6734925,XP_016028201.1,711
6734926,XP_002081923.1,195
6734927,XP_002081924.1,181
6734929,XP_016028202.1,1649
6734929,XP_016028204.1,1799
6734929,XP_016028206.1,1768
6734929,XP_016028207.1,1688
6734929,XP_016028208.1,1752
6734929,XP_016028209.1,1670
6734929,XP_016028210.1,1697
6734929,XP_016028211.1,1751
6734929,XP_016028212.1,1673
6734929,XP_016028213.1,1763
6734929,XP_016028214.1,1801
6734929,XP_016028215.1,1701
6734929,XP_016028216.1,1598
6734929,XP_016028217.1,1715
6734929,XP_016028218.1,1800
6734929,XP_016028219.1,1739
6734929,XP_016028220.1,1757
6734929,XP_016028221.1,1668
6734929,XP_016028222.1,1516
6734929,XP_016028223.1,1650
6734929,XP_016028224.1,1750
6734929,XP_016028225.1,1777
6734929,XP_016028226.1,1682
6734929,XP_016028227.1,1719
6734929,XP_016028228.1,1672
6734929,XP_016028229.1,1776
6734929,XP_016028231.1,1679
6734929,XP_016028233.1,1734
6734929,XP_016028234.1,1740
6734929,XP_016028235.1,1714
6734929,XP_016028236.1,1765
6734929,XP_016028238.1,1721
6734929,XP_016028239.1,1683
6734929,XP_016028240.1,1738
6734929,XP_016028241.1,1674
6734929,XP_016028242.1,1766
6734929,XP_016028243.1,1759
6734929,XP_016028244.1,1698
6734929,XP_016028245.1,1539
6734929,XP_039148304.1,1801
6734929,XP_039148305.1,1801
6734929,XP_039148306.1,1796
6734929,XP_039148307.1,1775
6734929,XP_039148308.1,1723
6734929,XP_039148309.1,1699
6734929,XP_039148311.1,1617
6734929,XP_039148312.1,1612
6734929,XP_044778591.1,1752
6734929,XP_044778592.1,1741
6734929,XP_044778593.1,1628
6734930,XP_002081927.1,690
6734932,XP_016028246.1,1337
6734933,XP_002081930.1,104
6734934,XP_002081931.1,301
6734935,XP_002081932.1,177
6734936,XP_016028247.1,2160
6734936,XP_039148300.1,2160
6734936,XP_039148301.1,2160
6734936,XP_039148302.1,2160
6734936,XP_039148303.1,2160
6734936,XP_044778590.1,2160
6734937,XP_016028248.2,727
6734937,XP_016028249.1,636
6734937,XP_039148318.1,628
6734938,XP_002081935.1,249
6734939,XP_002081936.1,674
6734940,XP_002081937.1,839
6734941,XP_002081938.1,57
6734942,XP_002081939.1,69
6734943,XP_002081940.1,213
6734945,XP_002081942.1,465
6734946,XP_002081943.1,82
6734947,XP_016028253.1,1005
6734949,XP_002081946.1,215
6734950,XP_002081947.2,155
6734951,XP_016028254.1,1060
6734958,XP_016028261.1,499
6734959,XP_016028262.1,910
6734962,XP_002081956.1,88
6734963,XP_002081957.1,88
6734964,XP_002081958.2,263
6734965,XP_016028263.1,770
6734965,XP_016028264.1,770
6734965,XP_039147759.1,770
6734966,XP_016028268.1,126
6734967,XP_002081961.1,857
6734967,XP_016028266.1,833
6734969,XP_002081963.2,499
6734969,XP_039147760.1,447
6734970,XP_016028269.1,275
6734983,XP_039147757.1,810
6734983,XP_039147758.1,798
6734985,XP_002081967.2,355
6734986,XP_002081968.1,407
6734987,XP_002081969.1,419
6734987,XP_039147763.1,418
6734988,XP_016028273.1,440
6734988,XP_039147761.1,447
6734988,XP_039147762.1,447
6734989,XP_002081971.2,286
6734990,XP_016028275.1,544
6734990,XP_016028276.1,544
6734990,XP_044778699.1,544
6734991,XP_002081973.1,479
6734992,XP_002081974.1,966
6734993,XP_002081975.2,586
